timestamp,lat,lon,heading,in_eca,sulphur,so2_co2,compliance,vessel_name,signature
2025-06-24T20:03:58.743119+00:00,58.36749983333333,8.734929166666667,25.02,FALSE,0.1,0.9,Compliant,MSC NORA,d58dd8f8668c51dcda4e603616db113890611fc1831a617e06f859d4631501b0
2025-06-24T20:13:58.753729+00:00,58.492185666666664,8.845984166666666,24.99,FALSE,0.1,0.9,Compliant,MSC NORA,88c23ce6776556b8a73bd1361a8a226f3ed168329c9392dc76d4b9948d6a22a4
2025-06-24T20:23:59.749438+00:00,58.61706733333333,8.957609666666666,25.0,FALSE,0.1,0.9,Compliant,MSC NORA,9f785a6d1b6eff9e4189070882bfdab7c41794198a6be058d22ca69381a2089b
2025-06-24T20:33:59.759132+00:00,58.741741833333336,9.0694485,25.01,FALSE,0.1,0.9,Compliant,MSC NORA,173cb11cb06a9d19164bef55ea02086b8550e79aa1c4e88371fbb5040163a63f
2025-06-24T20:43:59.769099+00:00,58.86642283333333,9.181694833333333,25.01,FALSE,0.1,0.9,Compliant,MSC NORA,968f8536d5749b2c72c073b13ce7e69402d103b40bc60af01518679904758bca
2025-06-24T20:54:00.776504+00:00,58.991310166666665,9.294532833333333,24.99,FALSE,0.1,0.9,Compliant,MSC NORA,ae63e1d0b6996576f0b04ae8bab225d701e5622fab95cb8e7d0e4c972cc86d5d
2025-06-24T21:04:01.763834+00:00,59.116191,9.407775166666667,25.0,FALSE,0.1,0.9,Compliant,MSC NORA,7fba21362e60d316530627501bb800bf40057731ba91c3241f99af28257a72f3
2025-06-24T21:14:01.769974+00:00,59.24087983333333,9.521255666666667,24.99,FALSE,0.1,0.9,Compliant,MSC NORA,61430f9eaf346744ab2c6f8b95fa61b0377a91ce96e2122330f245ab84dcef00
2025-06-24T21:24:02.781083+00:00,59.36576933333333,9.635335833333333,25.01,FALSE,0.1,0.9,Compliant,MSC NORA,63cfdba7bebd12ee2a54f99aedd26a43710b59b86d06ec09c59296f4c09c532d
2025-06-24T21:34:03.773280+00:00,59.49065916666667,9.7498365,25.0,FALSE,0.1,0.9,Compliant,MSC NORA,e3e3939c588346c05538f1f598441912c390841d4dcad1af69da80509ec221c2
2025-06-24T21:44:03.785987+00:00,59.61533983333333,9.864569,25.0,FALSE,0.1,0.9,Compliant,MSC NORA,506ca87a4d5bda09faf1ef2cd4db63e2b8aece049cb8f26232091c5632f3d241
2025-06-24T21:54:04.780725+00:00,59.7402305,9.979922333333333,25.0,FALSE,0.1,0.9,Compliant,MSC NORA,e8bc5716a5c30351f69ad47f07029073c6361aacd3f4f93dd6c54defa2752b9d
2025-06-24T22:04:04.783750+00:00,59.86491383333333,10.095515,25.01,FALSE,0.1,0.9,Compliant,MSC NORA,e74b52448ae85544cf23040ac49f2f69fa324bb5f2e8c617b8b27e3a6755c948
2025-06-24T22:14:05.778476+00:00,59.9898015,10.211732,24.98,FALSE,0.1,0.9,Compliant,MSC NORA,3658c928b8ae67ca69b5e0ad95ebb1695853e7515162ea2895a7aa7ad3d704d7
2025-06-24T22:24:05.782134+00:00,60.1144875,10.3282,25.01,FALSE,0.1,0.9,Compliant,MSC NORA,dffd1a4fa7bbe0a29473fca34e501777e4284ee75d1540d23bf864657b5cbfb6
2025-06-24T22:34:05.792746+00:00,60.2391785,10.4451145,25.0,FALSE,0.1,0.9,Compliant,MSC NORA,d5ac082926f3cd9d9a7c25cca8cbed1a36994725f41936d48337dc0ad7d891f1
2025-06-24T22:44:05.797239+00:00,60.363869333333334,10.5624745,25.0,FALSE,0.1,0.9,Compliant,MSC NORA,b13cf92b512b11cdc758645263018035c999e4bdccf793fc51ff48c4da1693b5
2025-06-24T22:54:06.797270+00:00,60.48875866666667,10.680472333333332,25.0,FALSE,0.1,0.9,Compliant,MSC NORA,170c9b0ee559277024f5caf45e989f6b158e36816d77a85cad7b20ccfe2c3ac0
2025-06-24T23:04:07.798955+00:00,60.613654333333336,10.7989315,24.99,FALSE,0.1,0.9,Compliant,MSC NORA,8928d8f92d9db50854248d4ce1e5c87126da2ade8bc84d593709c4669e89f80d
2025-06-24T23:14:08.793144+00:00,60.738545,10.917845333333334,25.0,FALSE,0.1,0.9,Compliant,MSC NORA,bea53d5a254402dcbbf87511366f8f589ed7f68bf5ad219087b84c2746b92711
2025-06-24T23:24:08.797620+00:00,60.86323733333333,11.037032666666667,25.01,FALSE,0.1,0.9,Compliant,MSC NORA,8e4723ebf208038f1ced092d5f02dcfe9f36dfe681576bfd2932a22e7ff33cdc
2025-06-24T23:34:08.799800+00:00,60.98791966666667,11.156676666666666,25.0,FALSE,0.1,0.9,Compliant,MSC NORA,ab110d60baf3f43862d59bae08ff41152d8196ac1eec597ab1d55b3d80c1224e
2025-06-24T23:44:09.791182+00:00,61.112814,11.2769955,25.0,FALSE,0.1,0.9,Compliant,MSC NORA,62cbe08386b7e29d9b71696f8f2607081077c63c4e5946f9471976f50236347e
2025-06-24T23:54:10.805003+00:00,61.237717,11.397799333333333,25.01,FALSE,0.1,0.9,Compliant,MSC NORA,4c19d6ecd0ea560bd45ebfcab2dad7e334cf2503be646ed414dd2c55cd5f51e8
2025-06-25T00:04:10.805096+00:00,61.36240016666667,11.518869833333333,24.99,FALSE,0.1,0.9,Compliant,MSC NORA,29adcc91b3c6776e96adfd9e92f697ddae5eaaa21ad4dea37621215e7801a670
2025-06-25T00:14:11.796885+00:00,61.487282666666665,11.6406185,25.0,FALSE,0.1,0.9,Compliant,MSC NORA,56d0967a07c697fc3ebef4a73d71bf5c58a7c09e2f472eef412abd80450e62fa
2025-06-25T00:24:11.798914+00:00,61.611962,11.7626575,25.0,FALSE,0.1,0.9,Compliant,MSC NORA,e3b46b55754bd3ec749b4a374cb9576570504129da5aa0be8bc91a371f908e34
2025-06-25T00:34:11.809058+00:00,61.736635,11.8851825,25.0,FALSE,0.1,0.9,Compliant,MSC NORA,813c7a42ab6b545efd60f44be496640fe5335d5b6676efd6c0708a73067d681d
